id,name,protein,carb,vegetable,sauce,calories,protein_g,carbs_g,fat_g,prep_time_min,difficulty,instructions
537,pork_pasta_meal_extra_537,pork,pasta,green beans,teriyaki,416,47,72,14,22,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the pork until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the pasta and serve.
538,shrimp_pasta_meal_extra_538,shrimp,pasta,spinach,pesto,657,41,100,23,27,hard,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the pasta and serve.
539,pork_rice_meal_extra_539,pork,rice,zucchini,cream sauce,442,58,97,26,14,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the pork until done. 5. Add the zucchini and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
540,salmon_potatoes_meal_extra_540,salmon,potatoes,green beans,teriyaki,774,50,81,12,47,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the salmon until done. 5. Add the green beans and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the potatoes and serve.
541,tofu_rice_meal_extra_541,tofu,rice,broccoli,tomato sauce,761,37,77,18,21,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
542,shrimp_rice_meal_extra_542,shrimp,rice,peppers,tomato sauce,638,39,95,25,46,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the shrimp until done. 5. Add the peppers and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the rice and serve.
543,tofu_noodles_meal_extra_543,tofu,noodles,peppers,soy sauce,897,26,82,26,16,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the tofu until done. 5. Add the peppers and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the noodles and serve.
544,turkey_pasta_meal_extra_544,turkey,pasta,green beans,tomato sauce,681,46,59,19,42,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the turkey until done. 5. Add the green beans and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
545,tofu_quinoa_meal_extra_545,tofu,quinoa,broccoli,cream sauce,559,35,85,24,35,easy,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the tofu until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the quinoa and serve.
546,lentils_potatoes_meal_extra_546,lentils,potatoes,green beans,soy sauce,553,46,52,32,13,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the lentils until done. 5. Add the green beans and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the potatoes and serve.
547,tofu_quinoa_meal_extra_547,tofu,quinoa,spinach,tomato sauce,805,44,54,15,45,hard,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
548,salmon_pasta_meal_extra_548,salmon,pasta,green beans,cream sauce,414,45,91,30,47,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the salmon until done. 5. Add the green beans and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
549,beef_pasta_meal_extra_549,beef,pasta,broccoli,tomato sauce,464,44,90,31,45,easy,1. Prepare the beef by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the beef until done. 5. Add the broccoli and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the pasta and serve.
550,salmon_rice_meal_extra_550,salmon,rice,carrots,garlic sauce,695,22,95,23,21,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the salmon until done. 5. Add the carrots and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the rice and serve.
551,salmon_quinoa_meal_extra_551,salmon,quinoa,peppers,tomato sauce,455,41,54,16,17,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the salmon until done. 5. Add the peppers and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
552,turkey_noodles_meal_extra_552,turkey,noodles,spinach,cream sauce,494,45,55,16,32,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the turkey until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
553,turkey_noodles_meal_extra_553,turkey,noodles,carrots,tomato sauce,634,24,90,32,34,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
554,tofu_quinoa_meal_extra_554,tofu,quinoa,green beans,soy sauce,897,55,58,25,10,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the green beans. 4. Heat a pan and cook the tofu until done. 5. Add the green beans and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
555,salmon_quinoa_meal_extra_555,salmon,quinoa,zucchini,garlic sauce,721,34,57,21,18,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the zucchini. 4. Heat a pan and cook the salmon until done. 5. Add the zucchini and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the quinoa and serve.
556,turkey_rice_meal_extra_556,turkey,rice,carrots,cream sauce,691,35,95,33,25,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the turkey until done. 5. Add the carrots and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the rice and serve.
557,shrimp_noodles_meal_extra_557,shrimp,noodles,peppers,cream sauce,622,43,84,34,34,easy,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the shrimp until done. 5. Add the peppers and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
558,lentils_noodles_meal_extra_558,lentils,noodles,peppers,garlic sauce,572,50,54,14,43,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the peppers. 4. Heat a pan and cook the lentils until done. 5. Add the peppers and cook until tender. 6. Stir in the garlic sauce and mix well. 7. Combine with the noodles and serve.
559,turkey_quinoa_meal_extra_559,turkey,quinoa,spinach,teriyaki,892,36,66,33,55,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the turkey until done. 5. Add the spinach and cook until tender. 6. Stir in the teriyaki and mix well. 7. Combine with the quinoa and serve.
560,shrimp_noodles_meal_extra_560,shrimp,noodles,spinach,cream sauce,582,25,77,32,39,medium,1. Prepare the shrimp by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the shrimp until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
561,turkey_noodles_meal_extra_561,turkey,noodles,spinach,pesto,480,37,58,31,47,medium,1. Prepare the turkey by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the turkey until done. 5. Add the spinach and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the noodles and serve.
562,salmon_pasta_meal_extra_562,salmon,pasta,spinach,soy sauce,552,47,88,12,28,medium,1. Prepare the salmon by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the salmon until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the pasta and serve.
563,beef_quinoa_meal_extra_563,beef,quinoa,spinach,tomato sauce,443,37,90,31,46,medium,1. Prepare the beef by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the beef until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the quinoa and serve.
564,lentils_pasta_meal_extra_564,lentils,pasta,broccoli,cream sauce,742,59,75,25,11,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the pasta according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the lentils until done. 5. Add the broccoli and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the pasta and serve.
565,pork_rice_meal_extra_565,pork,rice,carrots,soy sauce,852,33,91,24,50,hard,1. Prepare the pork by cutting and seasoning it. 2. Cook the rice according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the pork until done. 5. Add the carrots and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the rice and serve.
566,turkey_potatoes_meal_extra_566,turkey,potatoes,broccoli,pesto,897,58,64,33,48,hard,1. Prepare the turkey by cutting and seasoning it. 2. Cook the potatoes according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the turkey until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the potatoes and serve.
567,lentils_quinoa_meal_extra_567,lentils,quinoa,spinach,soy sauce,687,46,89,18,45,easy,1. Prepare the lentils by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the soy sauce and mix well. 7. Combine with the quinoa and serve.
568,chicken_noodles_meal_extra_568,chicken,noodles,carrots,tomato sauce,872,46,79,11,25,hard,1. Prepare the chicken by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the carrots. 4. Heat a pan and cook the chicken until done. 5. Add the carrots and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
569,lentils_noodles_meal_extra_569,lentils,noodles,spinach,cream sauce,554,33,64,10,36,medium,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
570,salmon_quinoa_meal_extra_570,salmon,quinoa,broccoli,pesto,603,45,52,18,45,easy,1. Prepare the salmon by cutting and seasoning it. 2. Cook the quinoa according to package instructions. 3. Chop the broccoli. 4. Heat a pan and cook the salmon until done. 5. Add the broccoli and cook until tender. 6. Stir in the pesto and mix well. 7. Combine with the quinoa and serve.
571,tofu_noodles_meal_extra_571,tofu,noodles,spinach,cream sauce,582,58,65,19,18,medium,1. Prepare the tofu by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the tofu until done. 5. Add the spinach and cook until tender. 6. Stir in the cream sauce and mix well. 7. Combine with the noodles and serve.
572,lentils_noodles_meal_extra_572,lentils,noodles,spinach,tomato sauce,863,28,52,19,36,hard,1. Prepare the lentils by cutting and seasoning it. 2. Cook the noodles according to package instructions. 3. Chop the spinach. 4. Heat a pan and cook the lentils until done. 5. Add the spinach and cook until tender. 6. Stir in the tomato sauce and mix well. 7. Combine with the noodles and serve.
